customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5895-MKGC,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),66.9,3475.66,No
9759-NNNN,Female,1,No,No,22,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.52,1427.18,Yes
5817-OQUY,Female,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.36,933.33,Yes
3954-PTBJ,Male,0,No,Yes,8,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),69.3,545.15,Yes
7112-QWIU,Male,1,No,No,3,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,53.74,165.78,Yes
6535-RZPF,Female,1,No,No,63,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.2,4992.61,Yes
5190-SCWQ,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,90.97,276.16,Yes
3247-TFDB,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),76.13,1217.69,Yes
1208-UIKM,Male,1,No,No,20,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),77.24,1551.84,Yes
6123-VLRX,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,475.53,Yes
8835-WOYI,Female,0,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,15.41,122.04,Yes
6875-XRFT,Male,1,No,No,17,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,56.46,964.3,Yes
6542-YUME,Male,0,No,No,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.04,3253.01,Yes
4850-ZXTP,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,17.21,1102.42,No
5990-AAAA,Male,0,Yes,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.8,503.55,Yes
2741-BDHL,Male,1,No,No,53,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),66.03,3492.05,No
8493-CGOW,Male,1,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),13.06,928.83,No
3103-DJVH,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.78,1490.11,No
3185-EMCS,Male,0,No,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),90.02,3514.67,No
2890-FPJD,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.29,1032.72,Yes
5374-GSQO,Male,1,No,Yes,8,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),63.73,513.13,No
7349-HVXZ,Female,1,No,No,71,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,67.77,4816.37,Yes
1665-IYEK,Female,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.7,3022.46,Yes
4012-JBLV,Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.7,1182.77,No
1144-KESG,Male,0,Yes,No,32,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.09,2083.05,Yes
5856-LHZR,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,68.99,4752.06,No
5127-MKGC,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),97.64,4887.74,No
2417-NNNN,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,57.03,230.05,Yes
2394-OQUY,Female,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.77,2234.55,No
2103-PTBJ,Female,0,No,No,43,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),55.39,2379.06,No
8017-QWIU,Male,0,Yes,Yes,56,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.49,2375.05,No
9824-RZPF,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,17.22,167.41,No
9842-SCWQ,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),97.81,3721.5,Yes
6878-TFDB,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.13,4092.83,No
5314-UIKM,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.07,196.55,No
1108-VLRX,Male,0,Yes,No,36,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),65.88,2369.9,Yes
3095-WOYI,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.83,403.34,No
5644-XRFT,Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.21,5166.21,Yes
7877-YUME,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),64.89,329.82,Yes
2600-ZXTP,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,72.93,805.26,Yes
9783-AAAA,Female,0,No,No,51,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,67.83,3466.61,Yes
4764-BDHL,Female,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.33,1278.5,No
3381-CGOW,Female,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),75.11,2172.08,No
9364-DJVH,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,47.54,43.23,Yes
6703-EMCS,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.55,2089.51,No
5098-FPJD,Female,1,No,No,44,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,81.21,3579.24,Yes
6785-GSQO,Male,0,Yes,Yes,52,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),58.14,3028.02,Yes
4965-HVXZ,Female,0,Yes,Yes,46,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),62.38,2876.86,No
9374-IYEK,Female,0,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.66,1472.02,Yes
9490-JBLV,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,74.54,3650.84,No
6981-KESG,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.8,658.77,No
1159-LHZR,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.39,1302.94,Yes
5166-MKGC,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,86.42,2946.07,Yes
5694-NNNN,Female,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.9,827.43,Yes
7479-OQUY,Female,1,No,No,67,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.62,6205.0,Yes
7504-PTBJ,Male,0,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,99.86,5002.5,No
5463-QWIU,Female,0,No,No,59,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.06,4547.01,No
3233-RZPF,Female,0,No,No,63,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,78.5,4949.8,No
7199-SCWQ,Male,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),88.13,3074.94,Yes
9764-TFDB,Male,0,Yes,Yes,57,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,56.18,3192.89,Yes
3393-UIKM,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.49,449.18,No
1549-VLRX,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.3,540.54,Yes
5895-WOYI,Male,0,Yes,No,15,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.13,1135.05,No
5075-XRFT,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,81.14,646.28,Yes
1646-YUME,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,89.72,5657.88,Yes
4039-ZXTP,Male,0,Yes,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,52.01,2177.02,No
4310-AAAA,Male,0,Yes,No,50,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,76.46,3830.81,No
1955-BDHL,Female,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,13.14,131.92,Yes
3931-CGOW,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.03,1115.93,No
8258-DJVH,Female,1,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,925.0,No
6898-EMCS,Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.13,809.24,No
5521-FPJD,Male,0,Yes,Yes,34,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),66.14,2250.28,No
5921-GSQO,Male,0,No,Yes,8,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.39,479.66,Yes
3509-HVXZ,Male,0,No,No,65,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,62.51,4063.19,No
3136-IYEK,Male,0,Yes,No,26,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.56,1565.04,Yes
6729-JBLV,Female,0,Yes,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,74.7,2231.45,Yes
9814-KESG,Male,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.32,5726.94,Yes
7367-LHZR,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.27,988.58,No
5995-MKGC,Female,0,No,Yes,46,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,57.82,2664.32,No
4726-NNNN,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,72.6,3130.14,No
9732-OQUY,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.82,88.05,Yes
4079-PTBJ,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),89.24,3130.44,Yes
3253-QWIU,Male,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,13.23,20.0,No
8197-RZPF,Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),78.47,4316.61,No
1643-SCWQ,Female,0,No,Yes,38,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,80.88,3065.25,No
3945-TFDB,Male,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.27,1248.21,No
2494-UIKM,Male,0,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),94.52,4722.19,No
8311-VLRX,Female,0,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,67.48,1756.48,Yes
9967-WOYI,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.03,639.43,Yes
3906-XRFT,Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.82,765.42,No
6393-YUME,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),74.99,1056.02,No
4812-ZXTP,Female,1,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.36,328.51,Yes
4296-AAAA,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.5,5153.45,No
8888-BDHL,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.07,907.11,Yes
6434-CGOW,Female,0,Yes,No,44,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,77.26,3396.87,No
5958-DJVH,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),77.86,396.74,No
9456-EMCS,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.8,1317.52,No
6119-FPJD,Male,0,Yes,No,42,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.08,2937.49,Yes
6218-GSQO,Female,0,No,Yes,32,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,82.52,2638.48,No
8304-HVXZ,Female,0,No,No,69,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,77.37,5333.69,Yes
4004-IYEK,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.34,352.78,Yes
8552-JBLV,Female,0,Yes,Yes,21,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),76.27,1608.4,Yes
8584-KESG,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.82,4712.64,No
3444-LHZR,Female,0,Yes,No,26,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,62.41,1632.02,Yes
6885-MKGC,Male,1,No,Yes,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,94.5,4815.27,No
3056-NNNN,Male,0,No,Yes,63,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,48.11,3033.02,No
4878-OQUY,Female,0,No,No,5,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,65.78,332.17,Yes
9834-PTBJ,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),76.36,153.99,Yes
8752-QWIU,Male,0,No,Yes,4,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,53.05,214.04,Yes
8317-RZPF,Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.27,4935.7,Yes
5331-SCWQ,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,78.89,4812.9,No
2595-TFDB,Female,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.05,731.59,No
4193-UIKM,Female,0,No,No,2,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.34,126.56,Yes
4552-VLRX,Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.62,387.32,No
5528-WOYI,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,59.95,1986.92,No
3923-XRFT,Female,0,No,No,14,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.01,1068.9,Yes
3483-YUME,Female,1,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,17.02,1081.34,No
8898-ZXTP,Male,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),88.79,3460.61,Yes
6886-AAAA,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,77.98,1394.38,Yes
1701-BDHL,Female,0,No,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,12.43,738.08,Yes
1312-CGOW,Female,1,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.01,365.45,No
2870-DJVH,Female,0,No,Yes,26,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.01,1765.66,Yes
4991-EMCS,Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.24,1042.63,Yes
8798-FPJD,Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,82.92,4404.3,Yes
9842-GSQO,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,94.01,664.17,No
1709-HVXZ,Male,0,No,Yes,4,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.42,231.93,Yes
4615-IYEK,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),52.36,987.57,No
8513-JBLV,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),86.42,1809.75,Yes
4643-KESG,Male,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.16,485.09,Yes
6872-LHZR,Female,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.63,872.68,No
7068-MKGC,Female,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),81.05,4060.26,Yes
6989-NNNN,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,74.54,5357.97,Yes
8412-OQUY,Female,0,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.46,6373.04,Yes
3424-PTBJ,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.12,267.08,Yes
6346-QWIU,Female,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.23,1091.87,No
3430-RZPF,Female,0,No,No,21,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.22,1762.72,No
6192-SCWQ,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,90.88,6266.63,No
3409-TFDB,Female,0,Yes,No,6,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),58.33,358.69,Yes
1369-UIKM,Male,0,Yes,No,12,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,72.07,861.74,Yes
8300-VLRX,Male,0,No,No,54,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,74.01,4005.2,No
7156-WOYI,Male,0,No,Yes,23,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,51.75,1183.33,Yes
8742-XRFT,Male,0,No,No,63,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),80.77,5088.03,No
2959-YUME,Female,0,No,No,21,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,58.74,1234.13,No
9419-ZXTP,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.13,456.78,No
3354-AAAA,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,62.1,3288.26,No
3277-BDHL,Female,1,No,No,44,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.14,3355.84,Yes
8934-CGOW,Female,0,Yes,No,66,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,77.41,5102.76,No
2487-DJVH,Male,1,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,96.35,4344.23,No
8777-EMCS,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.57,298.27,Yes
9515-FPJD,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,52.42,321.34,Yes
7020-GSQO,Male,0,No,No,51,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),67.94,3457.4,No
9177-HVXZ,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,17.73,921.75,Yes
3205-IYEK,Male,0,Yes,Yes,4,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.94,314.99,Yes
9856-JBLV,Male,1,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.96,340.95,No
3689-KESG,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),74.12,1121.36,Yes
1461-LHZR,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),75.56,310.45,Yes
5995-MKGC,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.85,4821.15,Yes
6504-NNNN,Female,0,No,No,39,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,66.46,2583.78,No
2552-OQUY,Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,76.58,4205.51,Yes
9457-PTBJ,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.77,1181.01,No
5919-QWIU,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.44,517.15,Yes
5023-RZPF,Female,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,63.79,310.22,No
6954-SCWQ,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,86.49,2675.91,Yes
3363-TFDB,Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),79.18,2617.25,No
1345-UIKM,Male,1,No,No,31,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),63.53,1961.24,No
4857-VLRX,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.95,822.69,No
6451-WOYI,Female,1,No,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,85.77,2912.45,Yes
3585-XRFT,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.56,319.27,No
5616-YUME,Male,0,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),15.88,780.65,No
8576-ZXTP,Male,0,No,Yes,55,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,58.22,3211.02,No
